ukprn,he_provider,year,country,students,school_lat,school_lon,country_lat,country_lon
10007146.0,The University of Greenwich,2020/2021,slovakia,20,0.0,0.0,48.7411522,19.4528646
10007764.0,Heriot-Watt University,2020/2021,slovakia,10,55.91029585,-3.323447514558347,48.7411522,19.4528646
10007147.0,University of Hertfordshire,2020/2021,slovakia,15,51.75174425,-0.2390497944594473,48.7411522,19.4528646
10007148.0,The University of Huddersfield,2020/2021,slovakia,5,0.0,0.0,48.7411522,19.4528646
10003270.0,"Imperial College of Science, Technology and Medicine",2020/2021,slovakia,30,0.0,0.0,48.7411522,19.4528646
10007150.0,The University of Kent,2020/2021,slovakia,5,51.29508745,1.0673312821552283,48.7411522,19.4528646
10003645.0,King's College London,2020/2021,slovakia,55,51.50308545,-0.090002121148269,48.7411522,19.4528646
10003678.0,Kingston University,2020/2021,slovakia,5,51.4030739,-0.3032181426130893,48.7411522,19.4528646
10007768.0,The University of Lancaster,2020/2021,slovakia,10,54.0098429,-2.787576781958986,48.7411522,19.4528646
10007795.0,The University of Leeds,2020/2021,slovakia,15,53.8430407,-1.58866989583375,48.7411522,19.4528646
10006842.0,The University of Liverpool,2020/2021,slovakia,15,0.0,0.0,48.7411522,19.4528646
10007162.0,"University of the Arts, London",2020/2021,slovakia,50,51.51768525,-0.1163358438934449,48.7411522,19.4528646
10004048.0,London Metropolitan University,2020/2021,slovakia,5,51.5173823,-0.0883495992581633,48.7411522,19.4528646
10004078.0,London South Bank University,2020/2021,slovakia,20,51.4977032,-0.1018088772029535,48.7411522,19.4528646
10004063.0,London School of Economics and Political Science,2020/2021,slovakia,20,51.51459765,-0.1164219910462142,48.7411522,19.4528646
10004113.0,Loughborough University,2020/2021,slovakia,10,52.763845,-1.237258153986855,48.7411522,19.4528646
10004180.0,The Manchester Metropolitan University,2020/2021,slovakia,10,0.0,0.0,48.7411522,19.4528646
10007798.0,The University of Manchester,2020/2021,slovakia,50,51.57236815,-1.3114536688023473,48.7411522,19.4528646
10009527.0,Istituto Marangoni Limited,2020/2021,slovakia,5,0.0,0.0,48.7411522,19.4528646
10004351.0,Middlesex University,2020/2021,slovakia,75,51.65912265,-0.1333415102521861,48.7411522,19.4528646
10007799.0,Newcastle University,2020/2021,slovakia,20,54.98017505,-1.6146802127187847,48.7411522,19.4528646
10007138.0,The University of Northampton,2020/2021,slovakia,5,0.0,0.0,48.7411522,19.4528646
10001282.0,University of Northumbria at Newcastle,2020/2021,slovakia,20,0.0,0.0,48.7411522,19.4528646
10007154.0,University of Nottingham,2020/2021,slovakia,10,52.9387428,-1.2002956927457429,48.7411522,19.4528646
10004797.0,The Nottingham Trent University,2020/2021,slovakia,35,52.95814555,-1.1545502016035694,48.7411522,19.4528646
10007774.0,The University of Oxford,2020/2021,slovakia,35,51.7659214,-1.2631250075112073,48.7411522,19.4528646
10007801.0,University of Plymouth,2020/2021,slovakia,5,50.3757001,-4.139378575455437,48.7411522,19.4528646
10007155.0,The University of Portsmouth,2020/2021,slovakia,25,50.7938881,-1.0978796,48.7411522,19.4528646
10005337.0,"Queen Margaret University, Edinburgh",2020/2021,slovakia,10,0.0,0.0,48.7411522,19.4528646
10007775.0,Queen Mary University of London,2020/2021,slovakia,20,51.52471385,-0.0393104428430625,48.7411522,19.4528646
10007802.0,The University of Reading,2020/2021,slovakia,10,56.4650368,-2.961257790665237,48.7411522,19.4528646
10005500.0,Robert Gordon University,2020/2021,slovakia,25,57.1187364,-2.139306576766816,48.7411522,19.4528646
10007776.0,Roehampton University,2020/2021,slovakia,5,51.4485315,-0.2440107112266461,48.7411522,19.4528646
10005553.0,Royal Holloway and Bedford New College,2020/2021,slovakia,15,51.424449550000006,-0.5642561069587715,48.7411522,19.4528646
10007803.0,The University of St. Andrews,2020/2021,slovakia,20,56.3429876,-2.7939691452666806,48.7411522,19.4528646
10007780.0,SOAS University of London,2020/2021,slovakia,10,51.5218979,-0.1288676341954016,48.7411522,19.4528646
10007157.0,The University of Sheffield,2020/2021,slovakia,15,53.3806759,-1.4840345,48.7411522,19.4528646
10006022.0,Solent University,2020/2021,slovakia,25,50.9086815,-1.400516261132163,48.7411522,19.4528646
10007158.0,The University of Southampton,2020/2021,slovakia,20,0.0,0.0,48.7411522,19.4528646
10007804.0,The University of Stirling,2020/2021,slovakia,15,0.0,0.0,48.7411522,19.4528646
10007805.0,The University of Strathclyde,2020/2021,slovakia,10,55.8618812,-4.241956565778082,48.7411522,19.4528646
10014001.0,University of Suffolk,2020/2021,slovakia,10,52.05192825,1.1640592563471208,48.7411522,19.4528646
10007159.0,The University of Sunderland,2020/2021,slovakia,15,54.912210900000005,-1.375076642822353,48.7411522,19.4528646
10007160.0,The University of Surrey,2020/2021,slovakia,15,0.0,0.0,48.7411522,19.4528646
10007806.0,The University of Sussex,2020/2021,slovakia,10,0.0,0.0,48.7411522,19.4528646
10007855.0,Swansea University,2020/2021,slovakia,15,51.6080596,-3.9773969,48.7411522,19.4528646
10008017.0,Trinity Laban Conservatoire of Music and Dance,2020/2021,slovakia,5,51.4833429,-0.0069469,48.7411522,19.4528646
10007784.0,University College London,2020/2021,slovakia,80,51.52420305,-0.1330007242592954,48.7411522,19.4528646
10007793.0,University of South Wales,2020/2021,slovakia,15,51.5860894,-2.990616,48.7411522,19.4528646
10007163.0,The University of Warwick,2020/2021,slovakia,25,34.072792994445145,-118.16620014398012,48.7411522,19.4528646
10007164.0,"University of the West of England, Bristol",2020/2021,slovakia,15,51.50076785,-2.5503106339491204,48.7411522,19.4528646
10007800.0,The University of the West of Scotland,2020/2021,slovakia,10,56.4583936,-2.97443952793637,48.7411522,19.4528646
10006566.0,The University of West London,2020/2021,slovakia,15,51.5070185,-0.3028075365414086,48.7411522,19.4528646
10007165.0,The University of Westminster,2020/2021,slovakia,40,51.5168987,-0.1433051680871159,48.7411522,19.4528646
10003614.0,The University of Winchester,2020/2021,slovakia,5,51.0626897,-1.3328889649771818,48.7411522,19.4528646
10007139.0,University of Worcester,2020/2021,slovakia,15,42.26866245,-71.81183596837596,48.7411522,19.4528646
10007167.0,The University of York,2020/2021,slovakia,10,40.80775585,-73.96161411567529,48.7411522,19.4528646
10007783.0,The University of Aberdeen,2020/2021,slovenia,25,57.1639306,-2.100875776271873,46.1199444,14.8153333
10007849.0,Abertay University,2020/2021,slovenia,5,56.4631526,-2.97467889452203,46.1199444,14.8153333
10003212.0,Hult International Business School Ltd,2020/2021,slovenia,5,0.0,0.0,46.1199444,14.8153333
10007788.0,The University of Cambridge,2020/2021,slovenia,25,52.1867003,0.1365079636390316,46.1199444,14.8153333
10001478.0,"City, University of London",2020/2021,slovenia,5,51.527658200000005,-0.103524473356483,46.1199444,14.8153333
10001726.0,Coventry University,2020/2021,slovenia,5,52.4056372,-1.4997222676795412,46.1199444,14.8153333
10007143.0,University of Durham,2020/2021,slovenia,5,54.7743725,-1.5766714,46.1199444,14.8153333
10007790.0,The University of Edinburgh,2020/2021,slovenia,30,55.94836645,-3.185681320007981,46.1199444,14.8153333
10007791.0,The University of Essex,2020/2021,slovenia,5,51.538100850000006,0.7123974191663069,46.1199444,14.8153333
10007794.0,The University of Glasgow,2020/2021,slovenia,15,55.87341905,-4.289052856658881,46.1199444,14.8153333
10002718.0,Goldsmiths College,2020/2021,slovenia,5,51.47328395,-0.0366267475526088,46.1199444,14.8153333
10007147.0,University of Hertfordshire,2020/2021,slovenia,5,51.75174425,-0.2390497944594473,46.1199444,14.8153333
10003270.0,"Imperial College of Science, Technology and Medicine",2020/2021,slovenia,20,0.0,0.0,46.1199444,14.8153333
10003645.0,King's College London,2020/2021,slovenia,20,51.50308545,-0.090002121148269,46.1199444,14.8153333
10007768.0,The University of Lancaster,2020/2021,slovenia,5,54.0098429,-2.787576781958986,46.1199444,14.8153333
10007795.0,The University of Leeds,2020/2021,slovenia,5,53.8430407,-1.58866989583375,46.1199444,14.8153333
10007796.0,The University of Leicester,2020/2021,slovenia,5,52.6082649,-1.081000558579433,46.1199444,14.8153333
10007162.0,"University of the Arts, London",2020/2021,slovenia,10,51.51768525,-0.1163358438934449,46.1199444,14.8153333
10007769.0,London Business School,2020/2021,slovenia,5,51.5263869,-0.1611521852618121,46.1199444,14.8153333
10004063.0,London School of Economics and Political Science,2020/2021,slovenia,5,51.51459765,-0.1164219910462142,46.1199444,14.8153333
10007798.0,The University of Manchester,2020/2021,slovenia,5,51.57236815,-1.3114536688023473,46.1199444,14.8153333
10004351.0,Middlesex University,2020/2021,slovenia,5,51.65912265,-0.1333415102521861,46.1199444,14.8153333
10007154.0,University of Nottingham,2020/2021,slovenia,5,52.9387428,-1.2002956927457429,46.1199444,14.8153333
10004797.0,The Nottingham Trent University,2020/2021,slovenia,5,52.95814555,-1.1545502016035694,46.1199444,14.8153333
10007774.0,The University of Oxford,2020/2021,slovenia,15,51.7659214,-1.2631250075112073,46.1199444,14.8153333
10007775.0,Queen Mary University of London,2020/2021,slovenia,5,51.52471385,-0.0393104428430625,46.1199444,14.8153333
10007777.0,Royal College of Art,2020/2021,slovenia,5,51.4792809,-0.1704550872167491,46.1199444,14.8153333
10007778.0,Royal College of Music,2020/2021,slovenia,5,51.499477600000006,-0.1771007182751799,46.1199444,14.8153333
10007803.0,The University of St. Andrews,2020/2021,slovenia,15,56.3429876,-2.7939691452666806,46.1199444,14.8153333
10007805.0,The University of Strathclyde,2020/2021,slovenia,5,55.8618812,-4.241956565778082,46.1199444,14.8153333
10007806.0,The University of Sussex,2020/2021,slovenia,5,0.0,0.0,46.1199444,14.8153333
10007784.0,University College London,2020/2021,slovenia,20,51.52420305,-0.1330007242592954,46.1199444,14.8153333
10007163.0,The University of Warwick,2020/2021,slovenia,5,34.072792994445145,-118.16620014398012,46.1199444,14.8153333
10007165.0,The University of Westminster,2020/2021,slovenia,5,51.5168987,-0.1433051680871159,46.1199444,14.8153333
,Total,2020/2021,slovenia,405,0.3596739,32.7525748,46.1199444,14.8153333
,Total,2020/2021,åland_islands,5,0.3596739,32.7525748,60.2166218,19.9438638
10008071.0,AA School of Architecture,2020/2021,spain,10,9.0129509,38.729008,39.3260685,-4.8379791
10007783.0,The University of Aberdeen,2020/2021,spain,155,57.1639306,-2.100875776271873,39.3260685,-4.8379791
10007849.0,Abertay University,2020/2021,spain,40,56.4631526,-2.97467889452203,39.3260685,-4.8379791
10007856.0,Aberystwyth University,2020/2021,spain,50,52.41554955,-4.065054179671381,39.3260685,-4.8379791
10067853.0,ACM Guildford Limited,2020/2021,spain,5,0.0,0.0,39.3260685,-4.8379791
10000163.0,AECC University College,2020/2021,spain,5,50.7277694,-1.828112718200746,39.3260685,-4.8379791
10000291.0,Anglia Ruskin University,2020/2021,spain,310,52.20338815,0.1350225704824107,39.3260685,-4.8379791
10003212.0,Hult International Business School Ltd,2020/2021,spain,60,0.0,0.0,39.3260685,-4.8379791
10007759.0,Aston University,2020/2021,spain,35,52.48619045,-1.888468930261664,39.3260685,-4.8379791
10007857.0,Bangor University,2020/2021,spain,30,53.2300234,-4.13008199555879,39.3260685,-4.8379791
10000571.0,Bath Spa University,2020/2021,spain,35,51.374858,-2.438714578176041,39.3260685,-4.8379791
10007850.0,The University of Bath,2020/2021,spain,300,43.674218,-79.3995879,39.3260685,-4.8379791
10007152.0,University of Bedfordshire,2020/2021,spain,25,51.87773245,-0.4100516576576037,39.3260685,-4.8379791
10005343.0,Queen's University Belfast,2020/2021,spain,20,54.5842881,-5.933656245995208,39.3260685,-4.8379791
10037544.0,BIMM University,2020/2021,spain,45,51.4795566,-0.1960698,39.3260685,-4.8379791
10007760.0,Birkbeck College,2020/2021,spain,70,51.52184485,-0.130215506706738,39.3260685,-4.8379791
10007140.0,Birmingham City University,2020/2021,spain,45,52.4822706,-1.8888147987150583,39.3260685,-4.8379791
10006840.0,The University of Birmingham,2020/2021,spain,105,52.4350159,-1.947159562796694,39.3260685,-4.8379791
10000712.0,University College Birmingham,2020/2021,spain,95,52.481672,-1.906137438079171,39.3260685,-4.8379791
10006841.0,The University of Bolton,2020/2021,spain,5,53.57142575,-2.4264782591265446,39.3260685,-4.8379791
10000385.0,The Arts University Bournemouth,2020/2021,spain,20,50.7418816,-1.8976735,39.3260685,-4.8379791
10000824.0,Bournemouth University,2020/2021,spain,60,50.7230558,-1.864860039740045,39.3260685,-4.8379791
10031982.0,BPP University,2020/2021,spain,10,51.50537905,-0.2233795030670667,39.3260685,-4.8379791
10007785.0,The University of Bradford,2020/2021,spain,20,0.0,0.0,39.3260685,-4.8379791
10000886.0,The University of Brighton,2020/2021,spain,90,0.0,0.0,39.3260685,-4.8379791
10007786.0,The University of Bristol,2020/2021,spain,160,51.50076785,-2.5503106339491204,39.3260685,-4.8379791
10000961.0,Brunel University London,2020/2021,spain,85,51.5326092,-0.4740498907267291,39.3260685,-4.8379791
10000975.0,Buckinghamshire New University,2020/2021,spain,15,51.62782205,-0.75343598276741,39.3260685,-4.8379791
10007787.0,The University of Buckingham,2020/2021,spain,15,52.0244524,-0.7378417452243633,39.3260685,-4.8379791
10007788.0,The University of Cambridge,2020/2021,spain,145,52.1867003,0.1365079636390316,39.3260685,-4.8379791
10001143.0,Canterbury Christ Church University,2020/2021,spain,40,51.2791824,1.090362831802724,39.3260685,-4.8379791
10007814.0,Cardiff University,2020/2021,spain,80,51.4876641,-3.17916036266798,39.3260685,-4.8379791
10007854.0,Cardiff Metropolitan University,2020/2021,spain,15,51.4960947,-3.212761538586665,39.3260685,-4.8379791
10007141.0,The University of Central Lancashire,2020/2021,spain,60,0.0,0.0,39.3260685,-4.8379791
10024024.0,Central Film School London,2020/2021,spain,5,0.0,0.0,39.3260685,-4.8379791
10007848.0,University of Chester,2020/2021,spain,15,53.20026425,-2.899318862131976,39.3260685,-4.8379791
10007137.0,The University of Chichester,2020/2021,spain,15,0.0,0.0,39.3260685,-4.8379791
10001478.0,"City, University of London",2020/2021,spain,110,51.527658200000005,-0.103524473356483,39.3260685,-4.8379791
10001653.0,Conservatoire for Dance and Drama,2020/2021,spain,15,0.0,0.0,39.3260685,-4.8379791
10007761.0,Courtauld Institute of Art,2020/2021,spain,5,51.51149315,-0.1177288758263113,39.3260685,-4.8379791
10001726.0,Coventry University,2020/2021,spain,135,52.4056372,-1.4997222676795412,39.3260685,-4.8379791
10007822.0,Cranfield University,2020/2021,spain,135,52.0701329,-0.6287023427161589,39.3260685,-4.8379791
10006427.0,University for the Creative Arts,2020/2021,spain,35,51.2162625,-0.8060567021382656,39.3260685,-4.8379791
10007842.0,University of Cumbria,2020/2021,spain,5,54.8908157,-2.9223991,39.3260685,-4.8379791
10001883.0,De Montfort University,2020/2021,spain,60,52.63047175,-1.1402281049813487,39.3260685,-4.8379791
10007851.0,University of Derby,2020/2021,spain,65,52.937954700000006,-1.497999105195924,39.3260685,-4.8379791
10007852.0,The University of Dundee,2020/2021,spain,90,56.45796755,-2.9821483135375493,39.3260685,-4.8379791
10007143.0,University of Durham,2020/2021,spain,75,54.7743725,-1.5766714,39.3260685,-4.8379791
10007789.0,The University of East Anglia,2020/2021,spain,105,51.5075713,0.0641476,39.3260685,-4.8379791
10007144.0,The University of East London,2020/2021,spain,35,51.5075713,0.0641476,39.3260685,-4.8379791
10007823.0,Edge Hill University,2020/2021,spain,15,53.55830545,-2.869269278551262,39.3260685,-4.8379791
10007772.0,Edinburgh Napier University,2020/2021,spain,105,55.93110635,-3.2093902303057424,39.3260685,-4.8379791
10007790.0,The University of Edinburgh,2020/2021,spain,390,55.94836645,-3.185681320007981,39.3260685,-4.8379791
10042570.0,Escape Studios,2020/2021,spain,5,39.11362255,-84.49917040354504,39.3260685,-4.8379791
10007791.0,The University of Essex,2020/2021,spain,150,51.538100850000006,0.7123974191663069,39.3260685,-4.8379791
10007792.0,The University of Exeter,2020/2021,spain,215,0.0,0.0,39.3260685,-4.8379791
10008640.0,Falmouth University,2020/2021,spain,20,50.1489643,-5.07044720681594,39.3260685,-4.8379791
10045476.0,Met Film School Limited,2020/2021,spain,10,0.0,0.0,39.3260685,-4.8379791
10004511.0,The National Film and Television School,2020/2021,spain,5,51.7577219,19.4722279893751,39.3260685,-4.8379791
10007762.0,Glasgow Caledonian University,2020/2021,spain,45,55.86746635,-4.250245389417843,39.3260685,-4.8379791
10002681.0,Glasgow School of Art,2020/2021,spain,15,55.8663077,-4.263900066705968,39.3260685,-4.8379791
10007794.0,The University of Glasgow,2020/2021,spain,290,55.87341905,-4.289052856658881,39.3260685,-4.8379791
10007145.0,University of Gloucestershire,2020/2021,spain,15,51.8731804,-2.2239706215311656,39.3260685,-4.8379791
10002718.0,Goldsmiths College,2020/2021,spain,55,51.47328395,-0.0366267475526088,39.3260685,-4.8379791
10007146.0,The University of Greenwich,2020/2021,spain,275,0.0,0.0,39.3260685,-4.8379791
10007825.0,Guildhall School of Music and Drama,2020/2021,spain,25,51.5195225,-0.0923747345451661,39.3260685,-4.8379791
10040812.0,Harper Adams University,2020/2021,spain,5,52.78025975,-2.4322511730575487,39.3260685,-4.8379791
10080811.0,Hartpury University,2020/2021,spain,15,0.0,0.0,39.3260685,-4.8379791
10007764.0,Heriot-Watt University,2020/2021,spain,90,55.91029585,-3.323447514558347,39.3260685,-4.8379791
10007147.0,University of Hertfordshire,2020/2021,spain,105,51.75174425,-0.2390497944594473,39.3260685,-4.8379791
10007148.0,The University of Huddersfield,2020/2021,spain,20,0.0,0.0,39.3260685,-4.8379791
10007149.0,The University of Hull,2020/2021,spain,20,53.7690324,-0.3674979,39.3260685,-4.8379791
10003270.0,"Imperial College of Science, Technology and Medicine",2020/2021,spain,405,0.0,0.0,39.3260685,-4.8379791
10013220.0,Institute of Art - London Limited,2020/2021,spain,5,0.0,0.0,39.3260685,-4.8379791
10035638.0,Institute of Contemporary Music Performance,2020/2021,spain,25,51.544477650000005,-0.2023217978406776,39.3260685,-4.8379791
10007767.0,Keele University,2020/2021,spain,25,53.0016756,-2.270694218876779,39.3260685,-4.8379791
10007150.0,The University of Kent,2020/2021,spain,95,51.29508745,1.0673312821552283,39.3260685,-4.8379791
10003645.0,King's College London,2020/2021,spain,405,51.50308545,-0.090002121148269,39.3260685,-4.8379791
10003678.0,Kingston University,2020/2021,spain,45,51.4030739,-0.3032181426130893,39.3260685,-4.8379791
10007768.0,The University of Lancaster,2020/2021,spain,300,54.0098429,-2.787576781958986,39.3260685,-4.8379791
10003854.0,Leeds Arts University,2020/2021,spain,5,53.80880495,-1.5511542789300523,39.3260685,-4.8379791
10003861.0,Leeds Beckett University,2020/2021,spain,25,53.826144150000005,-1.5933537200236456,39.3260685,-4.8379791
10034449.0,Leeds Conservatoire,2020/2021,spain,10,53.79752125,-1.5329031748790376,39.3260685,-4.8379791
10007795.0,The University of Leeds,2020/2021,spain,140,53.8430407,-1.58866989583375,39.3260685,-4.8379791
10003863.0,Leeds Trinity University,2020/2021,spain,5,53.8481537,-1.645016455057274,39.3260685,-4.8379791
10007796.0,The University of Leicester,2020/2021,spain,30,52.6082649,-1.081000558579433,39.3260685,-4.8379791
10007151.0,The University of Lincoln,2020/2021,spain,20,0.0,0.0,39.3260685,-4.8379791
10003956.0,Liverpool Hope University,2020/2021,spain,15,53.4129148,-2.968953655934631,39.3260685,-4.8379791
10003957.0,Liverpool John Moores University,2020/2021,spain,30,53.41238439999999,-2.980926958955171,39.3260685,-4.8379791
10003945.0,The Liverpool Institute for Performing Arts,2020/2021,spain,5,0.0,0.0,39.3260685,-4.8379791
10006842.0,The University of Liverpool,2020/2021,spain,100,0.0,0.0,39.3260685,-4.8379791
10007162.0,"University of the Arts, London",2020/2021,spain,275,51.51768525,-0.1163358438934449,39.3260685,-4.8379791
10007769.0,London Business School,2020/2021,spain,50,51.5263869,-0.1611521852618121,39.3260685,-4.8379791
10007797.0,University of London (Institutes and activities),2020/2021,spain,10,0.0,0.0,39.3260685,-4.8379791
10039082.0,City and Guilds of London Art School,2020/2021,spain,5,0.0,0.0,39.3260685,-4.8379791
10004036.0,London Film School Limited,2020/2021,spain,5,0.0,0.0,39.3260685,-4.8379791
10004048.0,London Metropolitan University,2020/2021,spain,55,51.5173823,-0.0883495992581633,39.3260685,-4.8379791
10004078.0,London South Bank University,2020/2021,spain,50,51.4977032,-0.1018088772029535,39.3260685,-4.8379791
10004063.0,London School of Economics and Political Science,2020/2021,spain,160,51.51459765,-0.1164219910462142,39.3260685,-4.8379791
10007771.0,London School of Hygiene and Tropical Medicine,2020/2021,spain,10,51.5209537,-0.1303714364457176,39.3260685,-4.8379791
10004079.0,London Studio Centre,2020/2021,spain,5,51.5330601,-0.1219240458196721,39.3260685,-4.8379791
10004035.0,The Film Education Training Trust Limited,2020/2021,spain,5,0.0,0.0,39.3260685,-4.8379791
10004113.0,Loughborough University,2020/2021,spain,95,52.763845,-1.237258153986855,39.3260685,-4.8379791
10004180.0,The Manchester Metropolitan University,2020/2021,spain,75,0.0,0.0,39.3260685,-4.8379791
10007798.0,The University of Manchester,2020/2021,spain,365,51.57236815,-1.3114536688023473,39.3260685,-4.8379791
10009527.0,Istituto Marangoni Limited,2020/2021,spain,55,0.0,0.0,39.3260685,-4.8379791
10004351.0,Middlesex University,2020/2021,spain,120,51.65912265,-0.1333415102521861,39.3260685,-4.8379791
10007799.0,Newcastle University,2020/2021,spain,60,54.98017505,-1.6146802127187847,39.3260685,-4.8379791
10048199.0,Northeastern University London,2020/2021,spain,10,51.5061905,-0.0715902,39.3260685,-4.8379791
10007138.0,The University of Northampton,2020/2021,spain,35,0.0,0.0,39.3260685,-4.8379791
10001282.0,University of Northumbria at Newcastle,2020/2021,spain,55,0.0,0.0,39.3260685,-4.8379791
10004775.0,Norwich University of the Arts,2020/2021,spain,5,52.63062395,1.295000721697714,39.3260685,-4.8379791
10007154.0,University of Nottingham,2020/2021,spain,115,52.9387428,-1.2002956927457429,39.3260685,-4.8379791
10004797.0,The Nottingham Trent University,2020/2021,spain,115,52.95814555,-1.1545502016035694,39.3260685,-4.8379791
10007773.0,The Open University,2020/2021,spain,20,52.02453775,-0.7092748093945007,39.3260685,-4.8379791
10004930.0,Oxford Brookes University,2020/2021,spain,120,51.755223,-1.2301040395972822,39.3260685,-4.8379791
10007774.0,The University of Oxford,2020/2021,spain,130,51.7659214,-1.2631250075112073,39.3260685,-4.8379791
10007801.0,University of Plymouth,2020/2021,spain,55,50.3757001,-4.139378575455437,39.3260685,-4.8379791
10019178.0,Point Blank Music School,2020/2021,spain,10,0.0,0.0,39.3260685,-4.8379791
10007155.0,The University of Portsmouth,2020/2021,spain,95,50.7938881,-1.0978796,39.3260685,-4.8379791
10005337.0,"Queen Margaret University, Edinburgh",2020/2021,spain,45,0.0,0.0,39.3260685,-4.8379791
10007775.0,Queen Mary University of London,2020/2021,spain,180,51.52471385,-0.0393104428430625,39.3260685,-4.8379791
10005389.0,Ravensbourne University London,2020/2021,spain,15,51.50165815,0.0057044604863487,39.3260685,-4.8379791
10005470.0,"Richmond, The American International University in London",2020/2021,spain,25,0.0,0.0,39.3260685,-4.8379791
10007802.0,The University of Reading,2020/2021,spain,50,56.4650368,-2.961257790665237,39.3260685,-4.8379791
10086591.0,Regent's University London Limited,2020/2021,spain,35,0.0,0.0,39.3260685,-4.8379791
10005500.0,Robert Gordon University,2020/2021,spain,55,57.1187364,-2.139306576766816,39.3260685,-4.8379791
10007776.0,Roehampton University,2020/2021,spain,25,51.4485315,-0.2440107112266461,39.3260685,-4.8379791
10007835.0,Royal Academy of Music,2020/2021,spain,20,51.52346355,-0.1518619331620812,39.3260685,-4.8379791
10005545.0,Royal Agricultural University,2020/2021,spain,10,51.7080041,-1.991606823312428,39.3260685,-4.8379791
10007777.0,Royal College of Art,2020/2021,spain,25,51.4792809,-0.1704550872167491,39.3260685,-4.8379791
10007778.0,Royal College of Music,2020/2021,spain,30,51.499477600000006,-0.1771007182751799,39.3260685,-4.8379791
10005561.0,Royal Conservatoire of Scotland,2020/2021,spain,20,55.86638255,-4.257549087975787,39.3260685,-4.8379791
10007816.0,The Royal Central School of Speech and Drama,2020/2021,spain,5,51.54430755,-0.1741025801918736,39.3260685,-4.8379791
10005553.0,Royal Holloway and Bedford New College,2020/2021,spain,95,51.424449550000006,-0.5642561069587715,39.3260685,-4.8379791
10007837.0,Royal Northern College of Music,2020/2021,spain,10,53.46831975,-2.2372404920394158,39.3260685,-4.8379791
10007779.0,The Royal Veterinary College,2020/2021,spain,10,51.5368264,-0.1336157082913968,39.3260685,-4.8379791
10007803.0,The University of St. Andrews,2020/2021,spain,40,56.3429876,-2.7939691452666806,39.3260685,-4.8379791
10007839.0,SAE Education Limited,2020/2021,spain,5,0.0,0.0,39.3260685,-4.8379791
10007782.0,"St George's, University of London",2020/2021,spain,5,0.0,0.0,39.3260685,-4.8379791
10007843.0,"St Mary's University, Twickenham",2020/2021,spain,20,51.4371611,-0.3361972,39.3260685,-4.8379791
10007156.0,The University of Salford,2020/2021,spain,30,53.48650835,-2.263828005883872,39.3260685,-4.8379791
10007780.0,SOAS University of London,2020/2021,spain,45,51.5218979,-0.1288676341954016,39.3260685,-4.8379791
10005700.0,SRUC,2020/2021,spain,5,55.94650865,-3.531872942609863,39.3260685,-4.8379791
10005790.0,Sheffield Hallam University,2020/2021,spain,45,53.38172635,-1.462795139475161,39.3260685,-4.8379791
10007157.0,The University of Sheffield,2020/2021,spain,90,53.3806759,-1.4840345,39.3260685,-4.8379791
10006022.0,Solent University,2020/2021,spain,140,50.9086815,-1.400516261132163,39.3260685,-4.8379791
10007158.0,The University of Southampton,2020/2021,spain,120,0.0,0.0,39.3260685,-4.8379791
10006299.0,Staffordshire University,2020/2021,spain,10,53.00947475,-2.1742692248780635,39.3260685,-4.8379791
10007804.0,The University of Stirling,2020/2021,spain,105,0.0,0.0,39.3260685,-4.8379791
10037449.0,University of St Mark and St John,2020/2021,spain,5,0.0,0.0,39.3260685,-4.8379791
10007805.0,The University of Strathclyde,2020/2021,spain,130,55.8618812,-4.241956565778082,39.3260685,-4.8379791
10014001.0,University of Suffolk,2020/2021,spain,20,52.05192825,1.1640592563471208,39.3260685,-4.8379791
10007159.0,The University of Sunderland,2020/2021,spain,30,54.912210900000005,-1.375076642822353,39.3260685,-4.8379791
10007160.0,The University of Surrey,2020/2021,spain,125,0.0,0.0,39.3260685,-4.8379791
10007806.0,The University of Sussex,2020/2021,spain,195,0.0,0.0,39.3260685,-4.8379791
10007855.0,Swansea University,2020/2021,spain,95,51.6080596,-3.9773969,39.3260685,-4.8379791
10007161.0,Teesside University,2020/2021,spain,15,54.5695266,-1.2355444297582996,39.3260685,-4.8379791
10008017.0,Trinity Laban Conservatoire of Music and Dance,2020/2021,spain,20,51.4833429,-0.0069469,39.3260685,-4.8379791
10007858.0,University of Wales Trinity Saint David,2020/2021,spain,10,52.11313185,-4.075201674546898,39.3260685,-4.8379791
10007114.0,University of the Highlands and Islands,2020/2021,spain,20,0.0,0.0,39.3260685,-4.8379791
10007807.0,Ulster University,2020/2021,spain,10,54.604374,-5.929176,39.3260685,-4.8379791
10039956.0,The University of Law,2020/2021,spain,15,51.520537,-0.1317372594285641,39.3260685,-4.8379791
10007784.0,University College London,2020/2021,spain,435,51.52420305,-0.1330007242592954,39.3260685,-4.8379791
10007793.0,University of South Wales,2020/2021,spain,35,51.5860894,-2.990616,39.3260685,-4.8379791
10007163.0,The University of Warwick,2020/2021,spain,300,34.072792994445145,-118.16620014398012,39.3260685,-4.8379791
10007164.0,"University of the West of England, Bristol",2020/2021,spain,120,51.50076785,-2.5503106339491204,39.3260685,-4.8379791
10007800.0,The University of the West of Scotland,2020/2021,spain,40,56.4583936,-2.97443952793637,39.3260685,-4.8379791
10006566.0,The University of West London,2020/2021,spain,110,51.5070185,-0.3028075365414086,39.3260685,-4.8379791
