ukprn,he_provider,year,country,students
10005343,Queen's University Belfast,2020/2021,netherlands,15
10037544,BIMM University,2020/2021,netherlands,30
10007760,Birkbeck College,2020/2021,netherlands,10
10007140,Birmingham City University,2020/2021,netherlands,20
10006840,The University of Birmingham,2020/2021,netherlands,55
10000712,University College Birmingham,2020/2021,netherlands,5
10000385,The Arts University Bournemouth,2020/2021,netherlands,5
10000824,Bournemouth University,2020/2021,netherlands,20
10031982,BPP University,2020/2021,netherlands,15
10007785,The University of Bradford,2020/2021,netherlands,5
10000886,The University of Brighton,2020/2021,netherlands,25
10007786,The University of Bristol,2020/2021,netherlands,45
10000961,Brunel University London,2020/2021,netherlands,15
10000975,Buckinghamshire New University,2020/2021,netherlands,15
10007787,The University of Buckingham,2020/2021,netherlands,10
10007788,The University of Cambridge,2020/2021,netherlands,115
10001143,Canterbury Christ Church University,2020/2021,netherlands,10
10007814,Cardiff University,2020/2021,netherlands,35
10007854,Cardiff Metropolitan University,2020/2021,netherlands,5
10007141,The University of Central Lancashire,2020/2021,netherlands,10
10007137,The University of Chichester,2020/2021,netherlands,5
10001478,"City, University of London",2020/2021,netherlands,35
10066502,The College of Health Ltd,2020/2021,netherlands,10
10001653,Conservatoire for Dance and Drama,2020/2021,netherlands,10
10007761,Courtauld Institute of Art,2020/2021,netherlands,5
10001726,Coventry University,2020/2021,netherlands,15
10007822,Cranfield University,2020/2021,netherlands,35
10006427,University for the Creative Arts,2020/2021,netherlands,5
10001883,De Montfort University,2020/2021,netherlands,35
10007851,University of Derby,2020/2021,netherlands,10
10007852,The University of Dundee,2020/2021,netherlands,20
10007143,University of Durham,2020/2021,netherlands,35
10007789,The University of East Anglia,2020/2021,netherlands,20
10007144,The University of East London,2020/2021,netherlands,10
10007772,Edinburgh Napier University,2020/2021,netherlands,15
10007790,The University of Edinburgh,2020/2021,netherlands,165
10007791,The University of Essex,2020/2021,netherlands,40
10007792,The University of Exeter,2020/2021,netherlands,55
10008640,Falmouth University,2020/2021,netherlands,5
10045476,Met Film School Limited,2020/2021,netherlands,5
10004511,The National Film and Television School,2020/2021,netherlands,5
10007762,Glasgow Caledonian University,2020/2021,netherlands,15
10002681,Glasgow School of Art,2020/2021,netherlands,10
10007794,The University of Glasgow,2020/2021,netherlands,95
10002718,Goldsmiths College,2020/2021,netherlands,35
10007146,The University of Greenwich,2020/2021,netherlands,30
10007825,Guildhall School of Music and Drama,2020/2021,netherlands,5
10040812,Harper Adams University,2020/2021,netherlands,5
10080811,Hartpury University,2020/2021,netherlands,5
10007764,Heriot-Watt University,2020/2021,netherlands,30
10007147,University of Hertfordshire,2020/2021,netherlands,10
10007148,The University of Huddersfield,2020/2021,netherlands,5
10007149,The University of Hull,2020/2021,netherlands,15
10003270,"Imperial College of Science, Technology and Medicine",2020/2021,netherlands,65
10035638,Institute of Contemporary Music Performance,2020/2021,netherlands,5
10007767,Keele University,2020/2021,netherlands,5
10007150,The University of Kent,2020/2021,netherlands,45
10003645,King's College London,2020/2021,netherlands,150
10003678,Kingston University,2020/2021,netherlands,10
10007768,The University of Lancaster,2020/2021,netherlands,20
10003854,Leeds Arts University,2020/2021,netherlands,5
10003861,Leeds Beckett University,2020/2021,netherlands,10
10003798,Le Cordon Bleu Limited,2020/2021,netherlands,5
10007795,The University of Leeds,2020/2021,netherlands,25
10007796,The University of Leicester,2020/2021,netherlands,10
10007151,The University of Lincoln,2020/2021,netherlands,5
10003957,Liverpool John Moores University,2020/2021,netherlands,5
10006842,The University of Liverpool,2020/2021,netherlands,20
10007162,"University of the Arts, London",2020/2021,netherlands,90
10007769,London Business School,2020/2021,netherlands,20
10007797,University of London (Institutes and activities),2020/2021,netherlands,5
10004048,London Metropolitan University,2020/2021,netherlands,10
10004078,London South Bank University,2020/2021,netherlands,10
10004063,London School of Economics and Political Science,2020/2021,netherlands,85
10007771,London School of Hygiene and Tropical Medicine,2020/2021,netherlands,10
10004113,Loughborough University,2020/2021,netherlands,35
10004180,The Manchester Metropolitan University,2020/2021,netherlands,15
10007798,The University of Manchester,2020/2021,netherlands,60
10004351,Middlesex University,2020/2021,netherlands,10
10023454,Moorlands College,2020/2021,netherlands,5
10000216,All Nations Christian College,2020/2021,netherlands,5
10023456,Newbold College,2020/2021,netherlands,5
10007799,Newcastle University,2020/2021,netherlands,40
10048199,Northeastern University London,2020/2021,netherlands,5
10007138,The University of Northampton,2020/2021,netherlands,5
10001282,University of Northumbria at Newcastle,2020/2021,netherlands,20
10004775,Norwich University of the Arts,2020/2021,netherlands,5
10007154,University of Nottingham,2020/2021,netherlands,30
10004797,The Nottingham Trent University,2020/2021,netherlands,25
10007773,The Open University,2020/2021,netherlands,15
10004930,Oxford Brookes University,2020/2021,netherlands,20
10007774,The University of Oxford,2020/2021,netherlands,150
10007801,University of Plymouth,2020/2021,netherlands,15
10007155,The University of Portsmouth,2020/2021,netherlands,10
10005337,"Queen Margaret University, Edinburgh",2020/2021,netherlands,10
10007775,Queen Mary University of London,2020/2021,netherlands,40
10005470,"Richmond, The American International University in London",2020/2021,netherlands,5
10007802,The University of Reading,2020/2021,netherlands,30
10086591,Regent's University London Limited,2020/2021,netherlands,10
10005500,Robert Gordon University,2020/2021,netherlands,20
10007776,Roehampton University,2020/2021,netherlands,20
10007835,Royal Academy of Music,2020/2021,netherlands,5
10007777,Royal College of Art,2020/2021,netherlands,15
10007778,Royal College of Music,2020/2021,netherlands,5
10005561,Royal Conservatoire of Scotland,2020/2021,netherlands,5
10007816,The Royal Central School of Speech and Drama,2020/2021,netherlands,5
10005553,Royal Holloway and Bedford New College,2020/2021,netherlands,15
10007779,The Royal Veterinary College,2020/2021,netherlands,5
10007803,The University of St. Andrews,2020/2021,netherlands,45
10007782,"St George's, University of London",2020/2021,netherlands,5
10007843,"St Mary's University, Twickenham",2020/2021,netherlands,10
10007156,The University of Salford,2020/2021,netherlands,10
10007780,SOAS University of London,2020/2021,netherlands,30
10005790,Sheffield Hallam University,2020/2021,netherlands,5
10007157,The University of Sheffield,2020/2021,netherlands,30
10006022,Solent University,2020/2021,netherlands,5
10007158,The University of Southampton,2020/2021,netherlands,30
10007804,The University of Stirling,2020/2021,netherlands,50
10007805,The University of Strathclyde,2020/2021,netherlands,35
10014001,University of Suffolk,2020/2021,netherlands,5
10007159,The University of Sunderland,2020/2021,netherlands,5
10007160,The University of Surrey,2020/2021,netherlands,30
10007806,The University of Sussex,2020/2021,netherlands,20
10007855,Swansea University,2020/2021,netherlands,20
10007161,Teesside University,2020/2021,netherlands,15
10008017,Trinity Laban Conservatoire of Music and Dance,2020/2021,netherlands,5
10007858,University of Wales Trinity Saint David,2020/2021,netherlands,5
10007114,University of the Highlands and Islands,2020/2021,netherlands,10
10007807,Ulster University,2020/2021,netherlands,5
10039956,The University of Law,2020/2021,netherlands,5
10007784,University College London,2020/2021,netherlands,160
10007793,University of South Wales,2020/2021,netherlands,25
10007163,The University of Warwick,2020/2021,netherlands,40
10007164,"University of the West of England, Bristol",2020/2021,netherlands,30
10007800,The University of the West of Scotland,2020/2021,netherlands,5
10032288,West Dean College,2020/2021,netherlands,5
10006566,The University of West London,2020/2021,netherlands,40
10007165,The University of Westminster,2020/2021,netherlands,30
10003614,The University of Winchester,2020/2021,netherlands,5
10007166,The University of Wolverhampton,2020/2021,netherlands,5
10007167,The University of York,2020/2021,netherlands,30
10008071,AA School of Architecture,2020/2021,poland,10
10007783,The University of Aberdeen,2020/2021,poland,155
10007849,Abertay University,2020/2021,poland,25
10007856,Aberystwyth University,2020/2021,poland,480
10067853,ACM Guildford Limited,2020/2021,poland,5
10000291,Anglia Ruskin University,2020/2021,poland,80
10003212,Hult International Business School Ltd,2020/2021,poland,20
10007759,Aston University,2020/2021,poland,30
10007857,Bangor University,2020/2021,poland,30
10000571,Bath Spa University,2020/2021,poland,20
10007850,The University of Bath,2020/2021,poland,45
10007152,University of Bedfordshire,2020/2021,poland,320
10005343,Queen's University Belfast,2020/2021,poland,10
10037544,BIMM University,2020/2021,poland,60
10007760,Birkbeck College,2020/2021,poland,50
10007140,Birmingham City University,2020/2021,poland,20
10006840,The University of Birmingham,2020/2021,poland,40
10000712,University College Birmingham,2020/2021,poland,25
10006841,The University of Bolton,2020/2021,poland,10
10000385,The Arts University Bournemouth,2020/2021,poland,20
10000824,Bournemouth University,2020/2021,poland,25
10031982,BPP University,2020/2021,poland,10
10007785,The University of Bradford,2020/2021,poland,95
10000886,The University of Brighton,2020/2021,poland,40
10007786,The University of Bristol,2020/2021,poland,85
10000961,Brunel University London,2020/2021,poland,80
10000975,Buckinghamshire New University,2020/2021,poland,115
10007787,The University of Buckingham,2020/2021,poland,5
10007788,The University of Cambridge,2020/2021,poland,185
10007814,Cardiff University,2020/2021,poland,75
10007854,Cardiff Metropolitan University,2020/2021,poland,10
10007141,The University of Central Lancashire,2020/2021,poland,75
10007848,University of Chester,2020/2021,poland,5
10007137,The University of Chichester,2020/2021,poland,5
10001478,"City, University of London",2020/2021,poland,80
10001653,Conservatoire for Dance and Drama,2020/2021,poland,5
10007761,Courtauld Institute of Art,2020/2021,poland,10
10001726,Coventry University,2020/2021,poland,425
10007822,Cranfield University,2020/2021,poland,10
10006427,University for the Creative Arts,2020/2021,poland,35
10001883,De Montfort University,2020/2021,poland,800
10007851,University of Derby,2020/2021,poland,85
10007852,The University of Dundee,2020/2021,poland,50
10007143,University of Durham,2020/2021,poland,45
10007789,The University of East Anglia,2020/2021,poland,40
10007144,The University of East London,2020/2021,poland,25
10007823,Edge Hill University,2020/2021,poland,5
10007772,Edinburgh Napier University,2020/2021,poland,65
10007790,The University of Edinburgh,2020/2021,poland,250
10042570,Escape Studios,2020/2021,poland,5
10007791,The University of Essex,2020/2021,poland,160
10007792,The University of Exeter,2020/2021,poland,45
10008640,Falmouth University,2020/2021,poland,25
10045476,Met Film School Limited,2020/2021,poland,5
10004511,The National Film and Television School,2020/2021,poland,5
10022087,Futureworks,2020/2021,poland,5
10007762,Glasgow Caledonian University,2020/2021,poland,50
10002681,Glasgow School of Art,2020/2021,poland,25
10007794,The University of Glasgow,2020/2021,poland,130
10007145,University of Gloucestershire,2020/2021,poland,10
10002718,Goldsmiths College,2020/2021,poland,60
10007146,The University of Greenwich,2020/2021,poland,160
10007825,Guildhall School of Music and Drama,2020/2021,poland,15
10040812,Harper Adams University,2020/2021,poland,5
10080811,Hartpury University,2020/2021,poland,5
10007764,Heriot-Watt University,2020/2021,poland,25
10007147,University of Hertfordshire,2020/2021,poland,75
10007148,The University of Huddersfield,2020/2021,poland,25
10007149,The University of Hull,2020/2021,poland,25
10003270,"Imperial College of Science, Technology and Medicine",2020/2021,poland,140
10035638,Institute of Contemporary Music Performance,2020/2021,poland,25
10007767,Keele University,2020/2021,poland,15
10007150,The University of Kent,2020/2021,poland,20
10003645,King's College London,2020/2021,poland,210
10003678,Kingston University,2020/2021,poland,25
10007768,The University of Lancaster,2020/2021,poland,120
10003854,Leeds Arts University,2020/2021,poland,5
10003861,Leeds Beckett University,2020/2021,poland,10
10003798,Le Cordon Bleu Limited,2020/2021,poland,5
10034449,Leeds Conservatoire,2020/2021,poland,5
10007795,The University of Leeds,2020/2021,poland,95
10007796,The University of Leicester,2020/2021,poland,75
10007151,The University of Lincoln,2020/2021,poland,15
10003956,Liverpool Hope University,2020/2021,poland,30
10003957,Liverpool John Moores University,2020/2021,poland,15
10003945,The Liverpool Institute for Performing Arts,2020/2021,poland,5
10006842,The University of Liverpool,2020/2021,poland,130
10007162,"University of the Arts, London",2020/2021,poland,270
10007769,London Business School,2020/2021,poland,10
10007797,University of London (Institutes and activities),2020/2021,poland,5
10004048,London Metropolitan University,2020/2021,poland,105
10004078,London South Bank University,2020/2021,poland,40
10004063,London School of Economics and Political Science,2020/2021,poland,135
10004035,The Film Education Training Trust Limited,2020/2021,poland,5
10004113,Loughborough University,2020/2021,poland,45
10004180,The Manchester Metropolitan University,2020/2021,poland,35
10007798,The University of Manchester,2020/2021,poland,185
10004351,Middlesex University,2020/2021,poland,295
10007799,Newcastle University,2020/2021,poland,175
10048199,Northeastern University London,2020/2021,poland,15
10007138,The University of Northampton,2020/2021,poland,15
10001282,University of Northumbria at Newcastle,2020/2021,poland,180
10004775,Norwich University of the Arts,2020/2021,poland,10
10007154,University of Nottingham,2020/2021,poland,65
10004797,The Nottingham Trent University,2020/2021,poland,135
10007773,The Open University,2020/2021,poland,5
10004930,Oxford Brookes University,2020/2021,poland,35
10007774,The University of Oxford,2020/2021,poland,200
10007801,University of Plymouth,2020/2021,poland,25
10019178,Point Blank Music School,2020/2021,poland,5
10007155,The University of Portsmouth,2020/2021,poland,75
10005337,"Queen Margaret University, Edinburgh",2020/2021,poland,20
10007775,Queen Mary University of London,2020/2021,poland,140
10005389,Ravensbourne University London,2020/2021,poland,20
10005470,"Richmond, The American International University in London",2020/2021,poland,10
10007802,The University of Reading,2020/2021,poland,15
10086591,Regent's University London Limited,2020/2021,poland,5
10005500,Robert Gordon University,2020/2021,poland,80
10007776,Roehampton University,2020/2021,poland,85
10005523,Rose Bruford College of Theatre and Performance,2020/2021,poland,5
10007835,Royal Academy of Music,2020/2021,poland,10
10007777,Royal College of Art,2020/2021,poland,20
10007778,Royal College of Music,2020/2021,poland,15
10005561,Royal Conservatoire of Scotland,2020/2021,poland,10
10007816,The Royal Central School of Speech and Drama,2020/2021,poland,10
10005553,Royal Holloway and Bedford New College,2020/2021,poland,35
10007837,Royal Northern College of Music,2020/2021,poland,5
10007779,The Royal Veterinary College,2020/2021,poland,5
10007803,The University of St. Andrews,2020/2021,poland,50
10007782,"St George's, University of London",2020/2021,poland,5
10007843,"St Mary's University, Twickenham",2020/2021,poland,10
10007156,The University of Salford,2020/2021,poland,30
10007780,SOAS University of London,2020/2021,poland,50
10005790,Sheffield Hallam University,2020/2021,poland,10
10007157,The University of Sheffield,2020/2021,poland,210
10006022,Solent University,2020/2021,poland,125
10007158,The University of Southampton,2020/2021,poland,80
10006299,Staffordshire University,2020/2021,poland,25
10007804,The University of Stirling,2020/2021,poland,20
10007805,The University of Strathclyde,2020/2021,poland,45
10014001,University of Suffolk,2020/2021,poland,15
10007159,The University of Sunderland,2020/2021,poland,35
10007160,The University of Surrey,2020/2021,poland,35
10007806,The University of Sussex,2020/2021,poland,60
10007855,Swansea University,2020/2021,poland,170
10007161,Teesside University,2020/2021,poland,15
10008017,Trinity Laban Conservatoire of Music and Dance,2020/2021,poland,10
10007858,University of Wales Trinity Saint David,2020/2021,poland,15
10007114,University of the Highlands and Islands,2020/2021,poland,10
10007807,Ulster University,2020/2021,poland,5
10039956,The University of Law,2020/2021,poland,5
10007784,University College London,2020/2021,poland,290
10007793,University of South Wales,2020/2021,poland,100
10007163,The University of Warwick,2020/2021,poland,170
10007164,"University of the West of England, Bristol",2020/2021,poland,60
10007800,The University of the West of Scotland,2020/2021,poland,20
10006566,The University of West London,2020/2021,poland,205
10007165,The University of Westminster,2020/2021,poland,215
10003614,The University of Winchester,2020/2021,poland,10
10007166,The University of Wolverhampton,2020/2021,poland,5
10007139,University of Worcester,2020/2021,poland,15
10007833,Wrexham University,2020/2021,poland,10
10007713,York St John University,2020/2021,poland,5
10007167,The University of York,2020/2021,poland,45
10007783,The University of Aberdeen,2020/2021,portugal,15
10007849,Abertay University,2020/2021,portugal,10
10007856,Aberystwyth University,2020/2021,portugal,10
10067853,ACM Guildford Limited,2020/2021,portugal,5
10000163,AECC University College,2020/2021,portugal,5
10000291,Anglia Ruskin University,2020/2021,portugal,765
10003212,Hult International Business School Ltd,2020/2021,portugal,20
10007759,Aston University,2020/2021,portugal,20
10007857,Bangor University,2020/2021,portugal,5
10000571,Bath Spa University,2020/2021,portugal,10
10007850,The University of Bath,2020/2021,portugal,60
10007152,University of Bedfordshire,2020/2021,portugal,55
10005343,Queen's University Belfast,2020/2021,portugal,5
10037544,BIMM University,2020/2021,portugal,60
10007760,Birkbeck College,2020/2021,portugal,20
10007140,Birmingham City University,2020/2021,portugal,110
10006840,The University of Birmingham,2020/2021,portugal,35
10000712,University College Birmingham,2020/2021,portugal,260
10006841,The University of Bolton,2020/2021,portugal,30
10000385,The Arts University Bournemouth,2020/2021,portugal,15
10000824,Bournemouth University,2020/2021,portugal,80
10031982,BPP University,2020/2021,portugal,10
10007785,The University of Bradford,2020/2021,portugal,40
10000886,The University of Brighton,2020/2021,portugal,25
10007786,The University of Bristol,2020/2021,portugal,45
10000961,Brunel University London,2020/2021,portugal,130
10000975,Buckinghamshire New University,2020/2021,portugal,120
10007787,The University of Buckingham,2020/2021,portugal,5
10007788,The University of Cambridge,2020/2021,portugal,35
10001143,Canterbury Christ Church University,2020/2021,portugal,10
10007814,Cardiff University,2020/2021,portugal,15
10007854,Cardiff Metropolitan University,2020/2021,portugal,5
10007141,The University of Central Lancashire,2020/2021,portugal,55
10007137,The University of Chichester,2020/2021,portugal,5
10001478,"City, University of London",2020/2021,portugal,35
10066502,The College of Health Ltd,2020/2021,portugal,5
10001653,Conservatoire for Dance and Drama,2020/2021,portugal,5
10001726,Coventry University,2020/2021,portugal,960
10007822,Cranfield University,2020/2021,portugal,15
10006427,University for the Creative Arts,2020/2021,portugal,35
10001883,De Montfort University,2020/2021,portugal,290
10007851,University of Derby,2020/2021,portugal,90
10007852,The University of Dundee,2020/2021,portugal,15
10007143,University of Durham,2020/2021,portugal,20
10007789,The University of East Anglia,2020/2021,portugal,30
10007144,The University of East London,2020/2021,portugal,30
10007772,Edinburgh Napier University,2020/2021,portugal,10
10007790,The University of Edinburgh,2020/2021,portugal,60
10042570,Escape Studios,2020/2021,portugal,5
10007791,The University of Essex,2020/2021,portugal,65
10007792,The University of Exeter,2020/2021,portugal,65
10008640,Falmouth University,2020/2021,portugal,20
10007762,Glasgow Caledonian University,2020/2021,portugal,5
10002681,Glasgow School of Art,2020/2021,portugal,5
10007794,The University of Glasgow,2020/2021,portugal,30
10007145,University of Gloucestershire,2020/2021,portugal,10
10002718,Goldsmiths College,2020/2021,portugal,25
10007146,The University of Greenwich,2020/2021,portugal,170
10007825,Guildhall School of Music and Drama,2020/2021,portugal,20
10080811,Hartpury University,2020/2021,portugal,15
10007764,Heriot-Watt University,2020/2021,portugal,10
10007147,University of Hertfordshire,2020/2021,portugal,265
10007148,The University of Huddersfield,2020/2021,portugal,20
10007149,The University of Hull,2020/2021,portugal,15
10003270,"Imperial College of Science, Technology and Medicine",2020/2021,portugal,100
10013220,Institute of Art - London Limited,2020/2021,portugal,5
10035638,Institute of Contemporary Music Performance,2020/2021,portugal,15
10007767,Keele University,2020/2021,portugal,10
10007150,The University of Kent,2020/2021,portugal,25
10003645,King's College London,2020/2021,portugal,95
10003678,Kingston University,2020/2021,portugal,25
10007768,The University of Lancaster,2020/2021,portugal,155
10003854,Leeds Arts University,2020/2021,portugal,5
10003861,Leeds Beckett University,2020/2021,portugal,15
10034449,Leeds Conservatoire,2020/2021,portugal,5
10007795,The University of Leeds,2020/2021,portugal,30
10007796,The University of Leicester,2020/2021,portugal,40
10007151,The University of Lincoln,2020/2021,portugal,5
10003956,Liverpool Hope University,2020/2021,portugal,5
10003957,Liverpool John Moores University,2020/2021,portugal,15
10006842,The University of Liverpool,2020/2021,portugal,50
10007162,"University of the Arts, London",2020/2021,portugal,215
10007769,London Business School,2020/2021,portugal,20
10007797,University of London (Institutes and activities),2020/2021,portugal,5
10004048,London Metropolitan University,2020/2021,portugal,30
10004078,London South Bank University,2020/2021,portugal,45
10004063,London School of Economics and Political Science,2020/2021,portugal,40
10007771,London School of Hygiene and Tropical Medicine,2020/2021,portugal,5
10004079,London Studio Centre,2020/2021,portugal,5
10004113,Loughborough University,2020/2021,portugal,30
10004180,The Manchester Metropolitan University,2020/2021,portugal,30
10007798,The University of Manchester,2020/2021,portugal,95
10009527,Istituto Marangoni Limited,2020/2021,portugal,10
10004351,Middlesex University,2020/2021,portugal,370
10007799,Newcastle University,2020/2021,portugal,25
10048199,Northeastern University London,2020/2021,portugal,5
10007138,The University of Northampton,2020/2021,portugal,35
10001282,University of Northumbria at Newcastle,2020/2021,portugal,50
10004775,Norwich University of the Arts,2020/2021,portugal,5
10007154,University of Nottingham,2020/2021,portugal,55
10004797,The Nottingham Trent University,2020/2021,portugal,155
10004930,Oxford Brookes University,2020/2021,portugal,35
10007774,The University of Oxford,2020/2021,portugal,35
10007801,University of Plymouth,2020/2021,portugal,40
10019178,Point Blank Music School,2020/2021,portugal,10
10007155,The University of Portsmouth,2020/2021,portugal,220
10005337,"Queen Margaret University, Edinburgh",2020/2021,portugal,5
10007775,Queen Mary University of London,2020/2021,portugal,70
10005389,Ravensbourne University London,2020/2021,portugal,5
10005470,"Richmond, The American International University in London",2020/2021,portugal,5
10007802,The University of Reading,2020/2021,portugal,15
10086591,Regent's University London Limited,2020/2021,portugal,10
10005500,Robert Gordon University,2020/2021,portugal,15
10007776,Roehampton University,2020/2021,portugal,5
10005523,Rose Bruford College of Theatre and Performance,2020/2021,portugal,5
10007835,Royal Academy of Music,2020/2021,portugal,20
10007777,Royal College of Art,2020/2021,portugal,25
10007778,Royal College of Music,2020/2021,portugal,15
10005561,Royal Conservatoire of Scotland,2020/2021,portugal,15
10007816,The Royal Central School of Speech and Drama,2020/2021,portugal,5
10005553,Royal Holloway and Bedford New College,2020/2021,portugal,20
10007837,Royal Northern College of Music,2020/2021,portugal,10
10007779,The Royal Veterinary College,2020/2021,portugal,5
10007803,The University of St. Andrews,2020/2021,portugal,10
10007843,"St Mary's University, Twickenham",2020/2021,portugal,10
10007156,The University of Salford,2020/2021,portugal,10
10007780,SOAS University of London,2020/2021,portugal,20
10005790,Sheffield Hallam University,2020/2021,portugal,15
10007157,The University of Sheffield,2020/2021,portugal,55
10006022,Solent University,2020/2021,portugal,400
10007158,The University of Southampton,2020/2021,portugal,20
10006299,Staffordshire University,2020/2021,portugal,10
10007804,The University of Stirling,2020/2021,portugal,10
10007805,The University of Strathclyde,2020/2021,portugal,20
10014001,University of Suffolk,2020/2021,portugal,35
10007159,The University of Sunderland,2020/2021,portugal,105
10007160,The University of Surrey,2020/2021,portugal,60
10007806,The University of Sussex,2020/2021,portugal,50
10007855,Swansea University,2020/2021,portugal,35
10007161,Teesside University,2020/2021,portugal,25
10008017,Trinity Laban Conservatoire of Music and Dance,2020/2021,portugal,10
10007858,University of Wales Trinity Saint David,2020/2021,portugal,5
10007114,University of the Highlands and Islands,2020/2021,portugal,5
10007807,Ulster University,2020/2021,portugal,5
10039956,The University of Law,2020/2021,portugal,5
10007784,University College London,2020/2021,portugal,100
10007793,University of South Wales,2020/2021,portugal,90
10007163,The University of Warwick,2020/2021,portugal,80
10007164,"University of the West of England, Bristol",2020/2021,portugal,50
10007800,The University of the West of Scotland,2020/2021,portugal,10
10006566,The University of West London,2020/2021,portugal,190
10007165,The University of Westminster,2020/2021,portugal,70
10007166,The University of Wolverhampton,2020/2021,portugal,5
10007139,University of Worcester,2020/2021,portugal,40
10007167,The University of York,2020/2021,portugal,20
10008071,AA School of Architecture,2020/2021,romania,10
10007783,The University of Aberdeen,2020/2021,romania,60
10007849,Abertay University,2020/2021,romania,15
10007856,Aberystwyth University,2020/2021,romania,15
10067853,ACM Guildford Limited,2020/2021,romania,5
10000291,Anglia Ruskin University,2020/2021,romania,340
10003212,Hult International Business School Ltd,2020/2021,romania,5
10007759,Aston University,2020/2021,romania,15
10007857,Bangor University,2020/2021,romania,30
10000571,Bath Spa University,2020/2021,romania,20
10007850,The University of Bath,2020/2021,romania,55
10005343,Queen's University Belfast,2020/2021,romania,15
10037544,BIMM University,2020/2021,romania,35
10007760,Birkbeck College,2020/2021,romania,55
10007140,Birmingham City University,2020/2021,romania,130
10006840,The University of Birmingham,2020/2021,romania,185
10000712,University College Birmingham,2020/2021,romania,145
10006841,The University of Bolton,2020/2021,romania,40
10000385,The Arts University Bournemouth,2020/2021,romania,10
10000824,Bournemouth University,2020/2021,romania,30
10031982,BPP University,2020/2021,romania,10
10007785,The University of Bradford,2020/2021,romania,15
10000886,The University of Brighton,2020/2021,romania,25
10007786,The University of Bristol,2020/2021,romania,95
10000961,Brunel University London,2020/2021,romania,105
10000975,Buckinghamshire New University,2020/2021,romania,135
10007788,The University of Cambridge,2020/2021,romania,115
10001143,Canterbury Christ Church University,2020/2021,romania,25
10007814,Cardiff University,2020/2021,romania,50
10007854,Cardiff Metropolitan University,2020/2021,romania,5
10007141,The University of Central Lancashire,2020/2021,romania,30
10007137,The University of Chichester,2020/2021,romania,5
10001478,"City, University of London",2020/2021,romania,80
10007761,Courtauld Institute of Art,2020/2021,romania,5
10001726,Coventry University,2020/2021,romania,525
10007822,Cranfield University,2020/2021,romania,10
10006427,University for the Creative Arts,2020/2021,romania,60
10007842,University of Cumbria,2020/2021,romania,15
10001883,De Montfort University,2020/2021,romania,105
10007851,University of Derby,2020/2021,romania,55
10007852,The University of Dundee,2020/2021,romania,15
10007143,University of Durham,2020/2021,romania,40
10007789,The University of East Anglia,2020/2021,romania,25
10007144,The University of East London,2020/2021,romania,85
10007772,Edinburgh Napier University,2020/2021,romania,15
10007790,The University of Edinburgh,2020/2021,romania,80
10007791,The University of Essex,2020/2021,romania,230
10007792,The University of Exeter,2020/2021,romania,45
10008640,Falmouth University,2020/2021,romania,60
10045476,Met Film School Limited,2020/2021,romania,5
10007762,Glasgow Caledonian University,2020/2021,romania,10
10002681,Glasgow School of Art,2020/2021,romania,10
10007794,The University of Glasgow,2020/2021,romania,65
10007145,University of Gloucestershire,2020/2021,romania,10
10002718,Goldsmiths College,2020/2021,romania,30
10007146,The University of Greenwich,2020/2021,romania,280
10007825,Guildhall School of Music and Drama,2020/2021,romania,5
10007764,Heriot-Watt University,2020/2021,romania,10
10007147,University of Hertfordshire,2020/2021,romania,60
10007148,The University of Huddersfield,2020/2021,romania,85
10007149,The University of Hull,2020/2021,romania,40
10003270,"Imperial College of Science, Technology and Medicine",2020/2021,romania,210
10035638,Institute of Contemporary Music Performance,2020/2021,romania,5
10007767,Keele University,2020/2021,romania,10
10007150,The University of Kent,2020/2021,romania,50
10003645,King's College London,2020/2021,romania,240
10003678,Kingston University,2020/2021,romania,25
10007768,The University of Lancaster,2020/2021,romania,120
10003861,Leeds Beckett University,2020/2021,romania,15
10007795,The University of Leeds,2020/2021,romania,95
10003863,Leeds Trinity University,2020/2021,romania,30
10007796,The University of Leicester,2020/2021,romania,35
10007151,The University of Lincoln,2020/2021,romania,25
10003956,Liverpool Hope University,2020/2021,romania,10
10003957,Liverpool John Moores University,2020/2021,romania,10
10006842,The University of Liverpool,2020/2021,romania,100
10007162,"University of the Arts, London",2020/2021,romania,145
10007769,London Business School,2020/2021,romania,5
10007797,University of London (Institutes and activities),2020/2021,romania,10
10015506,The London College,2020/2021,romania,10
10004048,London Metropolitan University,2020/2021,romania,90
10004078,London South Bank University,2020/2021,romania,85
10004063,London School of Economics and Political Science,2020/2021,romania,35
10004113,Loughborough University,2020/2021,romania,60
10004180,The Manchester Metropolitan University,2020/2021,romania,95
10007798,The University of Manchester,2020/2021,romania,445
10009527,Istituto Marangoni Limited,2020/2021,romania,10
10004351,Middlesex University,2020/2021,romania,165
10007799,Newcastle University,2020/2021,romania,55
10007138,The University of Northampton,2020/2021,romania,105
10001282,University of Northumbria at Newcastle,2020/2021,romania,65
10004775,Norwich University of the Arts,2020/2021,romania,5
10007154,University of Nottingham,2020/2021,romania,45
10004797,The Nottingham Trent University,2020/2021,romania,65
10004930,Oxford Brookes University,2020/2021,romania,30
10007774,The University of Oxford,2020/2021,romania,180
10007801,University of Plymouth,2020/2021,romania,40
10019178,Point Blank Music School,2020/2021,romania,5
10007155,The University of Portsmouth,2020/2021,romania,100
10005337,"Queen Margaret University, Edinburgh",2020/2021,romania,5
