ukprn,he_provider,year,country,students
10007835,Royal Academy of Music,2021/2022,total_south_america,10
10005545,Royal Agricultural University,2021/2022,total_south_america,0
10007777,Royal College of Art,2021/2022,total_south_america,15
10007778,Royal College of Music,2021/2022,total_south_america,5
10005561,Royal Conservatoire of Scotland,2021/2022,total_south_america,0
10007816,The Royal Central School of Speech and Drama,2021/2022,total_south_america,5
10005553,Royal Holloway and Bedford New College,2021/2022,total_south_america,20
10007837,Royal Northern College of Music,2021/2022,total_south_america,5
10007779,The Royal Veterinary College,2021/2022,total_south_america,0
10007803,The University of St. Andrews,2021/2022,total_south_america,55
10007839,SAE Education Limited,2021/2022,total_south_america,0
10007782,"St George's, University of London",2021/2022,total_south_america,0
10008026,St Mary's University College,2021/2022,total_south_america,0
10007843,"St Mary's University, Twickenham",2021/2022,total_south_america,10
10007156,The University of Salford,2021/2022,total_south_america,15
10007780,SOAS University of London,2021/2022,total_south_america,10
10005700,SRUC,2021/2022,total_south_america,0
10005790,Sheffield Hallam University,2021/2022,total_south_america,10
10007157,The University of Sheffield,2021/2022,total_south_america,75
10006022,Solent University,2021/2022,total_south_america,15
10007158,The University of Southampton,2021/2022,total_south_america,50
10006093,Spurgeon's College,2021/2022,total_south_america,0
10006299,Staffordshire University,2021/2022,total_south_america,0
10008098,Study Group,2021/2022,total_south_america,5
10007804,The University of Stirling,2021/2022,total_south_america,20
10037449,University of St Mark and St John,2021/2022,total_south_america,0
10008010,Stranmillis University College,2021/2022,total_south_america,0
10007805,The University of Strathclyde,2021/2022,total_south_america,55
10014001,University of Suffolk,2021/2022,total_south_america,0
10007159,The University of Sunderland,2021/2022,total_south_america,0
10007160,The University of Surrey,2021/2022,total_south_america,30
10007806,The University of Sussex,2021/2022,total_south_america,105
10007855,Swansea University,2021/2022,total_south_america,20
10083403,The Engineering and Design Institute London,2021/2022,total_south_america,0
10007161,Teesside University,2021/2022,total_south_america,5
10008017,Trinity Laban Conservatoire of Music and Dance,2021/2022,total_south_america,0
10007858,University of Wales Trinity Saint David,2021/2022,total_south_america,5
10068157,University Centre Peterborough,2021/2022,total_south_america,0
10007114,University of the Highlands and Islands,2021/2022,total_south_america,5
10007807,Ulster University,2021/2022,total_south_america,10
10039956,The University of Law,2021/2022,total_south_america,10
10007784,University College London,2021/2022,total_south_america,310
10007793,University of South Wales,2021/2022,total_south_america,5
10007163,The University of Warwick,2021/2022,total_south_america,105
10007361,Waverley Abbey College,2021/2022,total_south_america,0
10007164,"University of the West of England, Bristol",2021/2022,total_south_america,45
10007800,The University of the West of Scotland,2021/2022,total_south_america,5
10032288,West Dean College,2021/2022,total_south_america,0
10006566,The University of West London,2021/2022,total_south_america,5
10007165,The University of Westminster,2021/2022,total_south_america,75
10003614,The University of Winchester,2021/2022,total_south_america,0
10007166,The University of Wolverhampton,2021/2022,total_south_america,10
10007139,University of Worcester,2021/2022,total_south_america,0
10007833,Wrexham University,2021/2022,total_south_america,0
10007657,Writtle University College,2021/2022,total_south_america,0
10007713,York St John University,2021/2022,total_south_america,0
10007167,The University of York,2021/2022,total_south_america,60
,Total,2021/2022,total_south_america,0
10008071,AA School of Architecture,2021/2022,total,910
10007783,The University of Aberdeen,2021/2022,total,0
10007849,Abertay University,2021/2022,total,600
10007856,Aberystwyth University,2021/2022,total,0
10067853,ACM Guildford Limited,2021/2022,total,40
10000163,AECC University College,2021/2022,total,320
10032036,Amity Global Education,2021/2022,total,5
10000291,Anglia Ruskin University,2021/2022,total,0
10005451,Arden University,2021/2022,total,70
10000381,Arts Educational Schools,2021/2022,total,45
10008899,The Ashridge (Bonar Law Memorial) Trust,2021/2022,total,60
10003212,Hult International Business School Ltd,2021/2022,total,0
10007759,Aston University,2021/2022,total,0
10007857,Bangor University,2021/2022,total,0
10000571,Bath Spa University,2021/2022,total,550
10007850,The University of Bath,2021/2022,total,0
10007152,University of Bedfordshire,2021/2022,total,0
10005343,Queen's University Belfast,2021/2022,total,0
10037544,BIMM University,2021/2022,total,780
10007760,Birkbeck College,2021/2022,total,0
10007140,Birmingham City University,2021/2022,total,0
10006840,The University of Birmingham,2021/2022,total,0
10000712,University College Birmingham,2021/2022,total,0
10007832,Birmingham Newman University,2021/2022,total,15
10000894,Bristol Baptist College,2021/2022,total,5
10007811,Bishop Grosseteste University,2021/2022,total,55
10004061,Bloomsbury Institute,2021/2022,total,315
10006841,The University of Bolton,2021/2022,total,0
10000385,The Arts University Bournemouth,2021/2022,total,580
10000824,Bournemouth University,2021/2022,total,0
10031982,BPP University,2021/2022,total,0
10007785,The University of Bradford,2021/2022,total,0
10000886,The University of Brighton,2021/2022,total,0
10000936,The University College of Osteopathy,2021/2022,total,45
10007786,The University of Bristol,2021/2022,total,0
10023464,Trinity College Bristol,2021/2022,total,10
10000961,Brunel University London,2021/2022,total,0
10000975,Buckinghamshire New University,2021/2022,total,0
10007787,The University of Buckingham,2021/2022,total,0
10010308,Cambridge Arts and Sciences Limited,2021/2022,total,70
10007788,The University of Cambridge,2021/2022,total,0
10032072,The Cambridge Theological Federation,2021/2022,total,5
10003324,The Institute of Cancer Research,2021/2022,total,40
10001143,Canterbury Christ Church University,2021/2022,total,795
10007814,Cardiff University,2021/2022,total,0
10007854,Cardiff Metropolitan University,2021/2022,total,0
10057213,CEG UFP Limited,2021/2022,total,795
10007141,The University of Central Lancashire,2021/2022,total,0
10024024,Central Film School London,2021/2022,total,25
10007848,University of Chester,2021/2022,total,0
10007137,The University of Chichester,2021/2022,total,250
10001546,The College of Integrated Chinese Medicine,2021/2022,total,5
10001478,"City, University of London",2021/2022,total,0
10007912,Cliff College,2021/2022,total,0
10066502,The College of Health Ltd,2021/2022,total,55
10001653,Conservatoire for Dance and Drama,2021/2022,total,345
10081618,The Council of the Inns of Court,2021/2022,total,5
10007761,Courtauld Institute of Art,2021/2022,total,220
10001726,Coventry University,2021/2022,total,0
10007822,Cranfield University,2021/2022,total,0
10006427,University for the Creative Arts,2021/2022,total,0
10007842,University of Cumbria,2021/2022,total,280
10026767,Dartington Hall Trust (The),2021/2022,total,40
10001883,De Montfort University,2021/2022,total,0
10007851,University of Derby,2021/2022,total,0
10007852,The University of Dundee,2021/2022,total,0
10007143,University of Durham,2021/2022,total,0
10007789,The University of East Anglia,2021/2022,total,0
10007144,The University of East London,2021/2022,total,0
10032282,The Queen's Foundation for Ecumenical Theological Education,2021/2022,total,5
10007823,Edge Hill University,2021/2022,total,495
10007772,Edinburgh Napier University,2021/2022,total,0
10007790,The University of Edinburgh,2021/2022,total,0
10042570,Escape Studios,2021/2022,total,50
10007791,The University of Essex,2021/2022,total,0
10002313,ESCP Europe Business School,2021/2022,total,605
10007792,The University of Exeter,2021/2022,total,0
10008640,Falmouth University,2021/2022,total,445
10045476,Met Film School Limited,2021/2022,total,290
10004511,The National Film and Television School,2021/2022,total,130
10038763,ForMission Ltd,2021/2022,total,0
10022087,Futureworks,2021/2022,total,15
10007762,Glasgow Caledonian University,2021/2022,total,0
10002681,Glasgow School of Art,2021/2022,total,860
10007794,The University of Glasgow,2021/2022,total,0
10007145,University of Gloucestershire,2021/2022,total,585
10002718,Goldsmiths College,2021/2022,total,0
10007146,The University of Greenwich,2021/2022,total,0
10007825,Guildhall School of Music and Drama,2021/2022,total,340
10040812,Harper Adams University,2021/2022,total,230
10080811,Hartpury University,2021/2022,total,170
10007764,Heriot-Watt University,2021/2022,total,0
10007147,University of Hertfordshire,2021/2022,total,0
10007148,The University of Huddersfield,2021/2022,total,0
10007149,The University of Hull,2021/2022,total,0
10003270,"Imperial College of Science, Technology and Medicine",2021/2022,total,0
10013220,Institute of Art - London Limited,2021/2022,total,185
10067388,The Institute of Ismaili Studies,2021/2022,total,80
10035638,Institute of Contemporary Music Performance,2021/2022,total,280
10082728,INTO University Partnerships Limited,2021/2022,total,100
10029682,The Islamic College,2021/2022,total,0
10082570,Kaplan International Colleges U.K. Limited,2021/2022,total,800
10021682,Kaplan Open Learning (Essex) Limited,2021/2022,total,0
10007767,Keele University,2021/2022,total,0
10007150,The University of Kent,2021/2022,total,0
10003645,King's College London,2021/2022,total,0
10003678,Kingston University,2021/2022,total,0
10003758,LAMDA Limited,2021/2022,total,175
10007768,The University of Lancaster,2021/2022,total,0
10066551,LCCM AU UK Limited,2021/2022,total,5
10003854,Leeds Arts University,2021/2022,total,215
10003861,Leeds Beckett University,2021/2022,total,0
10003798,Le Cordon Bleu Limited,2021/2022,total,385
10034449,Leeds Conservatoire,2021/2022,total,130
10007795,The University of Leeds,2021/2022,total,0
10003863,Leeds Trinity University,2021/2022,total,50
10082828,College of Legal Practice Limited,2021/2022,total,5
10007796,The University of Leicester,2021/2022,total,0
10007151,The University of Lincoln,2021/2022,total,0
10036456,Academy of Live Technology Ltd,2021/2022,total,0
10003956,Liverpool Hope University,2021/2022,total,345
10003957,Liverpool John Moores University,2021/2022,total,0
10003945,The Liverpool Institute for Performing Arts,2021/2022,total,225
10006842,The University of Liverpool,2021/2022,total,0
10003958,Liverpool School of Tropical Medicine,2021/2022,total,90
10007162,"University of the Arts, London",2021/2022,total,0
10007769,London Business School,2021/2022,total,0
10007797,University of London (Institutes and activities),2021/2022,total,505
10039082,City and Guilds of London Art School,2021/2022,total,25
10004036,London Film School Limited,2021/2022,total,295
10015506,The London College,2021/2022,total,5
10004048,London Metropolitan University,2021/2022,total,0
10004078,London South Bank University,2021/2022,total,0
10004063,London School of Economics and Political Science,2021/2022,total,0
10007771,London School of Hygiene and Tropical Medicine,2021/2022,total,585
10004075,London School of Theology,2021/2022,total,80
10004079,London Studio Centre,2021/2022,total,60
10062810,The London School of Architecture,2021/2022,total,5
10008289,The London Institute of Banking & Finance,2021/2022,total,15
10004035,The Film Education Training Trust Limited,2021/2022,total,105
10067623,The London Interdisciplinary School Ltd,2021/2022,total,0
10004113,Loughborough University,2021/2022,total,0
10009612,Luther King House Educational Trust,2021/2022,total,5
10004180,The Manchester Metropolitan University,2021/2022,total,0
10007798,The University of Manchester,2021/2022,total,0
10009527,Istituto Marangoni Limited,2021/2022,total,0
10023452,The Markfield Institute of Higher Education,2021/2022,total,5
10020416,Missio Dei,2021/2022,total,5
10030776,St Mellitus College,2021/2022,total,0
10004320,The Metanoia Institute,2021/2022,total,10
10004351,Middlesex University,2021/2022,total,0
10032277,The Minster Centre,2021/2022,total,0
10049370,MLA College,2021/2022,total,5
10004450,Mountview Academy of Theatre Arts,2021/2022,total,75
10023454,Moorlands College,2021/2022,total,15
10000216,All Nations Christian College,2021/2022,total,30
10004538,Nazarene Theological College,2021/2022,total,10
10023456,Newbold College,2021/2022,total,30
10007799,Newcastle University,2021/2022,total,0
10048199,Northeastern University London,2021/2022,total,130
10008397,Norland College,2021/2022,total,10
10007138,The University of Northampton,2021/2022,total,0
10001282,University of Northumbria at Newcastle,2021/2022,total,0
10004775,Norwich University of the Arts,2021/2022,total,185
10007154,University of Nottingham,2021/2022,total,0
10004797,The Nottingham Trent University,2021/2022,total,0
10007773,The Open University,2021/2022,total,430
10004930,Oxford Brookes University,2021/2022,total,0
10007774,The University of Oxford,2021/2022,total,0
10066143,Paris Dauphine International,2021/2022,total,180
10005127,Arts University Plymouth,2021/2022,total,35
10007801,University of Plymouth,2021/2022,total,0
10019178,Point Blank Music School,2021/2022,total,190
10007155,The University of Portsmouth,2021/2022,total,0
10083476,The Prince's Foundation,2021/2022,total,5
10005337,"Queen Margaret University, Edinburgh",2021/2022,total,0
10007775,Queen Mary University of London,2021/2022,total,0
10009292,Royal Academy of Dramatic Art,2021/2022,total,40
10005544,Royal Academy of Dance,2021/2022,total,20
10005389,Ravensbourne University London,2021/2022,total,315
10005470,"Richmond, The American International University in London",2021/2022,total,465
10007802,The University of Reading,2021/2022,total,0
10086591,Regent's University London Limited,2021/2022,total,0
10021100,Regents Theological College,2021/2022,total,5
10062833,Raindance Educational Services Limited,2021/2022,total,10
10008455,Regent College London,2021/2022,total,60
10005500,Robert Gordon University,2021/2022,total,0
10007776,Roehampton University,2021/2022,total,0
10005523,Rose Bruford College of Theatre and Performance,2021/2022,total,180
10007835,Royal Academy of Music,2021/2022,total,380
10005545,Royal Agricultural University,2021/2022,total,185
10007777,Royal College of Art,2021/2022,total,0
10007778,Royal College of Music,2021/2022,total,540
10005561,Royal Conservatoire of Scotland,2021/2022,total,385
10007816,The Royal Central School of Speech and Drama,2021/2022,total,290
10005553,Royal Holloway and Bedford New College,2021/2022,total,0
10007837,Royal Northern College of Music,2021/2022,total,275
10007779,The Royal Veterinary College,2021/2022,total,755
10007803,The University of St. Andrews,2021/2022,total,0
10007839,SAE Education Limited,2021/2022,total,90
10007782,"St George's, University of London",2021/2022,total,285
10008026,St Mary's University College,2021/2022,total,40
10007843,"St Mary's University, Twickenham",2021/2022,total,945
10007156,The University of Salford,2021/2022,total,0
10007780,SOAS University of London,2021/2022,total,0
10005700,SRUC,2021/2022,total,25
10005790,Sheffield Hallam University,2021/2022,total,0
10007157,The University of Sheffield,2021/2022,total,0
10006022,Solent University,2021/2022,total,0
10007158,The University of Southampton,2021/2022,total,0
10006093,Spurgeon's College,2021/2022,total,10
10006299,Staffordshire University,2021/2022,total,770
10008098,Study Group,2021/2022,total,0
10007804,The University of Stirling,2021/2022,total,0
10037449,University of St Mark and St John,2021/2022,total,30
10008010,Stranmillis University College,2021/2022,total,20
10007805,The University of Strathclyde,2021/2022,total,0
10014001,University of Suffolk,2021/2022,total,0
10007159,The University of Sunderland,2021/2022,total,0
10007160,The University of Surrey,2021/2022,total,0
10007806,The University of Sussex,2021/2022,total,0
10007855,Swansea University,2021/2022,total,0
10083403,The Engineering and Design Institute London,2021/2022,total,0
10007161,Teesside University,2021/2022,total,0
10008017,Trinity Laban Conservatoire of Music and Dance,2021/2022,total,390
10007858,University of Wales Trinity Saint David,2021/2022,total,910
10068157,University Centre Peterborough,2021/2022,total,5
10007114,University of the Highlands and Islands,2021/2022,total,320
10007807,Ulster University,2021/2022,total,0
10039956,The University of Law,2021/2022,total,0
10007784,University College London,2021/2022,total,0
10007793,University of South Wales,2021/2022,total,0
10007163,The University of Warwick,2021/2022,total,0
10007361,Waverley Abbey College,2021/2022,total,5
10007164,"University of the West of England, Bristol",2021/2022,total,0
10007800,The University of the West of Scotland,2021/2022,total,0
10032288,West Dean College,2021/2022,total,40
10006566,The University of West London,2021/2022,total,0
10007165,The University of Westminster,2021/2022,total,0
10003614,The University of Winchester,2021/2022,total,535
10007166,The University of Wolverhampton,2021/2022,total,0
10007139,University of Worcester,2021/2022,total,985
10007833,Wrexham University,2021/2022,total,0
10007657,Writtle University College,2021/2022,total,50
10007713,York St John University,2021/2022,total,0
10007167,The University of York,2021/2022,total,0
,Total,2021/2022,total,0
10008071,AA School of Architecture,2020/2021,total_north_america,50
10007783,The University of Aberdeen,2020/2021,total_north_america,315
10007849,Abertay University,2020/2021,total_north_america,20
10007856,Aberystwyth University,2020/2021,total_north_america,100
10067853,ACM Guildford Limited,2020/2021,total_north_america,0
10000248,Academy of Live and Recorded Arts,2020/2021,total_north_america,0
10000163,AECC University College,2020/2021,total_north_america,5
10032036,Amity Global Education,2020/2021,total_north_america,0
10000291,Anglia Ruskin University,2020/2021,total_north_america,110
10005451,Arden University,2020/2021,total_north_america,0
10000381,Arts Educational Schools,2020/2021,total_north_america,5
10008899,The Ashridge (Bonar Law Memorial) Trust,2020/2021,total_north_america,0
10003212,Hult International Business School Ltd,2020/2021,total_north_america,135
10007759,Aston University,2020/2021,total_north_america,60
10007857,Bangor University,2020/2021,total_north_america,115
10000571,Bath Spa University,2020/2021,total_north_america,55
10007850,The University of Bath,2020/2021,total_north_america,120
10007152,University of Bedfordshire,2020/2021,total_north_america,25
10005343,Queen's University Belfast,2020/2021,total_north_america,295
10037544,BIMM University,2020/2021,total_north_america,20
10007760,Birkbeck College,2020/2021,total_north_america,160
10007140,Birmingham City University,2020/2021,total_north_america,60
10006840,The University of Birmingham,2020/2021,total_north_america,425
10000712,University College Birmingham,2020/2021,total_north_america,15
10007832,Birmingham Newman University,2020/2021,total_north_america,0
10000894,Bristol Baptist College,2020/2021,total_north_america,0
10007811,Bishop Grosseteste University,2020/2021,total_north_america,0
10004061,Bloomsbury Institute,2020/2021,total_north_america,0
10006841,The University of Bolton,2020/2021,total_north_america,10
10000385,The Arts University Bournemouth,2020/2021,total_north_america,40
10000824,Bournemouth University,2020/2021,total_north_america,90
10031982,BPP University,2020/2021,total_north_america,110
10007785,The University of Bradford,2020/2021,total_north_america,35
10000886,The University of Brighton,2020/2021,total_north_america,140
10000936,The University College of Osteopathy,2020/2021,total_north_america,5
10007786,The University of Bristol,2020/2021,total_north_america,325
10023464,Trinity College Bristol,2020/2021,total_north_america,0
10000961,Brunel University London,2020/2021,total_north_america,250
10000975,Buckinghamshire New University,2020/2021,total_north_america,15
10007787,The University of Buckingham,2020/2021,total_north_america,155
10010308,Cambridge Arts and Sciences Limited,2020/2021,total_north_america,5
10007788,The University of Cambridge,2020/2021,total_north_america,960
10032072,The Cambridge Theological Federation,2020/2021,total_north_america,0
10003324,The Institute of Cancer Research,2020/2021,total_north_america,5
10001143,Canterbury Christ Church University,2020/2021,total_north_america,35
10007814,Cardiff University,2020/2021,total_north_america,175
10007854,Cardiff Metropolitan University,2020/2021,total_north_america,100
10057213,CEG UFP Limited,2020/2021,total_north_america,5
10007141,The University of Central Lancashire,2020/2021,total_north_america,200
10024024,Central Film School London,2020/2021,total_north_america,0
10007848,University of Chester,2020/2021,total_north_america,160
10007137,The University of Chichester,2020/2021,total_north_america,20
10001546,The College of Integrated Chinese Medicine,2020/2021,total_north_america,0
10001419,Christie's Education Limited,2020/2021,total_north_america,5
10001478,"City, University of London",2020/2021,total_north_america,490
10007912,Cliff College,2020/2021,total_north_america,0
10066502,The College of Health Ltd,2020/2021,total_north_america,0
10001653,Conservatoire for Dance and Drama,2020/2021,total_north_america,55
10081618,The Council of the Inns of Court,2020/2021,total_north_america,0
10007761,Courtauld Institute of Art,2020/2021,total_north_america,65
10034324,Court Theatre Training Company Ltd,2020/2021,total_north_america,0
10001726,Coventry University,2020/2021,total_north_america,70
10007822,Cranfield University,2020/2021,total_north_america,55
10006427,University for the Creative Arts,2020/2021,total_north_america,40
10007842,University of Cumbria,2020/2021,total_north_america,15
10026767,Dartington Hall Trust (The),2020/2021,total_north_america,15
10001883,De Montfort University,2020/2021,total_north_america,65
10007851,University of Derby,2020/2021,total_north_america,75
10007852,The University of Dundee,2020/2021,total_north_america,130
10007143,University of Durham,2020/2021,total_north_america,385
10007789,The University of East Anglia,2020/2021,total_north_america,105
10007144,The University of East London,2020/2021,total_north_america,200
10032282,The Queen's Foundation for Ecumenical Theological Education,2020/2021,total_north_america,0
10007823,Edge Hill University,2020/2021,total_north_america,20
10007772,Edinburgh Napier University,2020/2021,total_north_america,95
10007790,The University of Edinburgh,2020/2021,total_north_america,0
10042570,Escape Studios,2020/2021,total_north_america,5
10007791,The University of Essex,2020/2021,total_north_america,275
10008173,University College of Estate Management,2020/2021,total_north_america,0
10002313,ESCP Europe Business School,2020/2021,total_north_america,0
10007792,The University of Exeter,2020/2021,total_north_america,275
10008640,Falmouth University,2020/2021,total_north_america,30
10045476,Met Film School Limited,2020/2021,total_north_america,30
10004511,The National Film and Television School,2020/2021,total_north_america,15
10038763,ForMission Ltd,2020/2021,total_north_america,0
10022087,Futureworks,2020/2021,total_north_america,0
10007762,Glasgow Caledonian University,2020/2021,total_north_america,205
10002681,Glasgow School of Art,2020/2021,total_north_america,40
10007794,The University of Glasgow,2020/2021,total_north_america,940
10007145,University of Gloucestershire,2020/2021,total_north_america,30
10002718,Goldsmiths College,2020/2021,total_north_america,255
10007146,The University of Greenwich,2020/2021,total_north_america,145
10007825,Guildhall School of Music and Drama,2020/2021,total_north_america,30
10040812,Harper Adams University,2020/2021,total_north_america,5
10080811,Hartpury University,2020/2021,total_north_america,15
10007764,Heriot-Watt University,2020/2021,total_north_america,80
10007147,University of Hertfordshire,2020/2021,total_north_america,105
10007148,The University of Huddersfield,2020/2021,total_north_america,40
10007149,The University of Hull,2020/2021,total_north_america,85
10003270,"Imperial College of Science, Technology and Medicine",2020/2021,total_north_america,360
10013220,Institute of Art - London Limited,2020/2021,total_north_america,90
10067388,The Institute of Ismaili Studies,2020/2021,total_north_america,15
10035638,Institute of Contemporary Music Performance,2020/2021,total_north_america,10
10082728,INTO University Partnerships Limited,2020/2021,total_north_america,0
10029682,The Islamic College,2020/2021,total_north_america,0
10082570,Kaplan International Colleges U.K. Limited,2020/2021,total_north_america,5
10021682,Kaplan Open Learning (Essex) Limited,2020/2021,total_north_america,0
10007767,Keele University,2020/2021,total_north_america,60
10007150,The University of Kent,2020/2021,total_north_america,330
10003645,King's College London,2020/2021,total_north_america,800
10008325,KLC School of Design,2020/2021,total_north_america,5
10003678,Kingston University,2020/2021,total_north_america,185
10003758,LAMDA Limited,2020/2021,total_north_america,80
10007768,The University of Lancaster,2020/2021,total_north_america,95
10066551,LCCM AU UK Limited,2020/2021,total_north_america,0
10003854,Leeds Arts University,2020/2021,total_north_america,15
10003861,Leeds Beckett University,2020/2021,total_north_america,95
10003798,Le Cordon Bleu Limited,2020/2021,total_north_america,35
10034449,Leeds Conservatoire,2020/2021,total_north_america,10
10007795,The University of Leeds,2020/2021,total_north_america,325
10003863,Leeds Trinity University,2020/2021,total_north_america,5
10007796,The University of Leicester,2020/2021,total_north_america,490
10007151,The University of Lincoln,2020/2021,total_north_america,40
10003956,Liverpool Hope University,2020/2021,total_north_america,10
10003957,Liverpool John Moores University,2020/2021,total_north_america,110
10003945,The Liverpool Institute for Performing Arts,2020/2021,total_north_america,55
10006842,The University of Liverpool,2020/2021,total_north_america,120
10003958,Liverpool School of Tropical Medicine,2020/2021,total_north_america,5
10007162,"University of the Arts, London",2020/2021,total_north_america,620
10007769,London Business School,2020/2021,total_north_america,370
10007797,University of London (Institutes and activities),2020/2021,total_north_america,175
10039082,City and Guilds of London Art School,2020/2021,total_north_america,5
10004036,London Film School Limited,2020/2021,total_north_america,35
10015506,The London College,2020/2021,total_north_america,0
10004048,London Metropolitan University,2020/2021,total_north_america,100
10004078,London South Bank University,2020/2021,total_north_america,65
10004063,London School of Economics and Political Science,2020/2021,total_north_america,0
10007771,London School of Hygiene and Tropical Medicine,2020/2021,total_north_america,140
10004075,London School of Theology,2020/2021,total_north_america,10
10004079,London Studio Centre,2020/2021,total_north_america,5
10062810,The London School of Architecture,2020/2021,total_north_america,0
10008289,The London Institute of Banking & Finance,2020/2021,total_north_america,0
10004035,The Film Education Training Trust Limited,2020/2021,total_north_america,15
10004113,Loughborough University,2020/2021,total_north_america,120
10009612,Luther King House Educational Trust,2020/2021,total_north_america,0
10004180,The Manchester Metropolitan University,2020/2021,total_north_america,125
10007798,The University of Manchester,2020/2021,total_north_america,360
10009527,Istituto Marangoni Limited,2020/2021,total_north_america,45
10023452,The Markfield Institute of Higher Education,2020/2021,total_north_america,0
10020416,Missio Dei,2020/2021,total_north_america,0
10030776,St Mellitus College,2020/2021,total_north_america,0
10004320,The Metanoia Institute,2020/2021,total_north_america,0
10004351,Middlesex University,2020/2021,total_north_america,235
10004450,Mountview Academy of Theatre Arts,2020/2021,total_north_america,10
10023454,Moorlands College,2020/2021,total_north_america,0
10000216,All Nations Christian College,2020/2021,total_north_america,0
10004538,Nazarene Theological College,2020/2021,total_north_america,5
10023456,Newbold College,2020/2021,total_north_america,0
10007799,Newcastle University,2020/2021,total_north_america,215
10048199,Northeastern University London,2020/2021,total_north_america,10
10008397,Norland College,2020/2021,total_north_america,0
10007138,The University of Northampton,2020/2021,total_north_america,35
10001282,University of Northumbria at Newcastle,2020/2021,total_north_america,210
10004775,Norwich University of the Arts,2020/2021,total_north_america,20
10007154,University of Nottingham,2020/2021,total_north_america,190
10004797,The Nottingham Trent University,2020/2021,total_north_america,200
10007773,The Open University,2020/2021,total_north_america,40
10023445,ICOM,2020/2021,total_north_america,0
10004930,Oxford Brookes University,2020/2021,total_north_america,215
10020439,Oxford Business College,2020/2021,total_north_america,0
10007774,The University of Oxford,2020/2021,total_north_america,0
10005127,Arts University Plymouth,2020/2021,total_north_america,0
10007801,University of Plymouth,2020/2021,total_north_america,100
10019178,Point Blank Music School,2020/2021,total_north_america,15
10007155,The University of Portsmouth,2020/2021,total_north_america,75
10083476,The Prince's Foundation,2020/2021,total_north_america,0
10005337,"Queen Margaret University, Edinburgh",2020/2021,total_north_america,115
10007775,Queen Mary University of London,2020/2021,total_north_america,305
10025197,University Centre Quayside Limited,2020/2021,total_north_america,0
10009292,Royal Academy of Dramatic Art,2020/2021,total_north_america,10
10005544,Royal Academy of Dance,2020/2021,total_north_america,0
10005389,Ravensbourne University London,2020/2021,total_north_america,20
10005470,"Richmond, The American International University in London",2020/2021,total_north_america,160
10007802,The University of Reading,2020/2021,total_north_america,135
10086591,Regent's University London Limited,2020/2021,total_north_america,125
10021100,Regents Theological College,2020/2021,total_north_america,0
10062833,Raindance Educational Services Limited,2020/2021,total_north_america,0
10005500,Robert Gordon University,2020/2021,total_north_america,110
10007776,Roehampton University,2020/2021,total_north_america,165
10005523,Rose Bruford College of Theatre and Performance,2020/2021,total_north_america,45
10007835,Royal Academy of Music,2020/2021,total_north_america,50
10005545,Royal Agricultural University,2020/2021,total_north_america,5
10007777,Royal College of Art,2020/2021,total_north_america,130
10007778,Royal College of Music,2020/2021,total_north_america,30
10005561,Royal Conservatoire of Scotland,2020/2021,total_north_america,135
10007816,The Royal Central School of Speech and Drama,2020/2021,total_north_america,80
10005553,Royal Holloway and Bedford New College,2020/2021,total_north_america,140
10007837,Royal Northern College of Music,2020/2021,total_north_america,20
10007779,The Royal Veterinary College,2020/2021,total_north_america,390
10007803,The University of St. Andrews,2020/2021,total_north_america,0
10007839,SAE Education Limited,2020/2021,total_north_america,5
10007782,"St George's, University of London",2020/2021,total_north_america,30
10008026,St Mary's University College,2020/2021,total_north_america,0
10007843,"St Mary's University, Twickenham",2020/2021,total_north_america,75
10007156,The University of Salford,2020/2021,total_north_america,40
10021256,The Salvation Army,2020/2021,total_north_america,0
10007780,SOAS University of London,2020/2021,total_north_america,190
10005700,SRUC,2020/2021,total_north_america,0
10005790,Sheffield Hallam University,2020/2021,total_north_america,35
10007157,The University of Sheffield,2020/2021,total_north_america,220
10006022,Solent University,2020/2021,total_north_america,65
10007158,The University of Southampton,2020/2021,total_north_america,220
10006093,Spurgeon's College,2020/2021,total_north_america,5
10006299,Staffordshire University,2020/2021,total_north_america,30
10008098,Study Group,2020/2021,total_north_america,20
10007804,The University of Stirling,2020/2021,total_north_america,245
10037449,University of St Mark and St John,2020/2021,total_north_america,5
10008010,Stranmillis University College,2020/2021,total_north_america,0
10007805,The University of Strathclyde,2020/2021,total_north_america,295
10014001,University of Suffolk,2020/2021,total_north_america,10
10007159,The University of Sunderland,2020/2021,total_north_america,155
10007160,The University of Surrey,2020/2021,total_north_america,95
10007806,The University of Sussex,2020/2021,total_north_america,335
10007855,Swansea University,2020/2021,total_north_america,135
10007161,Teesside University,2020/2021,total_north_america,30
10008017,Trinity Laban Conservatoire of Music and Dance,2020/2021,total_north_america,40
10007858,University of Wales Trinity Saint David,2020/2021,total_north_america,30
10068157,University Centre Peterborough,2020/2021,total_north_america,0
10007114,University of the Highlands and Islands,2020/2021,total_north_america,60
10007807,Ulster University,2020/2021,total_north_america,70
10039956,The University of Law,2020/2021,total_north_america,145
10007784,University College London,2020/2021,total_north_america,940
10007793,University of South Wales,2020/2021,total_north_america,115
10007163,The University of Warwick,2020/2021,total_north_america,180
10007361,Waverley Abbey College,2020/2021,total_north_america,0
10007164,"University of the West of England, Bristol",2020/2021,total_north_america,200
10007800,The University of the West of Scotland,2020/2021,total_north_america,25
